84,,,,,,,,,2,,,,,,
52,LOTE2,ZONA LESTE,São Mateus,São Mateus,PRAÇA FELISBERTO FERNANDES DA SILVA / LARGO SÃO MATEUS,Rua Manuel André  88  São Paulo  Brasil,100,96,2,mp_PracaFelisbertoFernandesDaSilva.jpg,http://goo.gl/maps/NJfnv,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358faac,,02/12/2014,
56,LOTE2,ZONA LESTE,São Miguel,Vila Jacuí,PRAÇA FORTUNATO DA SILVEIRA / UNICSUL,Rua Vilma  222 - Vila Jacui,100,96,2,mp_PracaFortunatoDaSilveira.jpg,http://goo.gl/maps/N0wDQ,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=10feed391b08,,09/02/2015,
25,LOTE2,ZONA LESTE,Mooca,Belém,PRAÇA GENERAL HUMBERTO DE SOUSA MELLO,Rua Marcos Arruda  782,75,96,2,mp_PracaGeneralHumbertoDeSousaMello.jpg,http://goo.gl/maps/EKYbg,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358e5cc,,29/08/2014,
36,LOTE2,ZONA LESTE,Ermelino Matarazzo,Ponte Rasa,PRAÇA GIOVANI FANI,Praça Giovanni Fiani?  Vila Ponte Rasa  São Paulo - SP  Brasil,50,96,2,mp_PracaGiovanniFiani.jpg,http://goo.gl/maps/JfMFj,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358ee62,,14/11/2014,
40,LOTE2,ZONA LESTE,Itaim Paulista,Vila Curuçá,PRAÇA JAGUAMITANGA,Rua Guaxima  163  Vila Curuçá  São Paulo  Brasil,50,96,2,mp_PracaJaguamitanga.jpg,http://goo.gl/maps/ZdkjV,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358e53e,,25/09/2014,
37,LOTE2,ZONA LESTE,Guaianases,Guaianases,PRAÇA JESUS TEIXEIRA DA COSTA,Rua Caranaíba  148 - Guaianases  São Paulo - SP  Brasil (PS: a praça na verdade são vários espaços públicos entre essas ruas),100,96,2,mp_PracaJesusTeixeiraDaCosta.jpg,http://goo.gl/maps/W6Ums,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358f1ba,,11/12/2014,
28,LOTE2,ZONA LESTE,Mooca,Pari,PRAÇA KANTUTA,Praça Kantuta,125,96,2,mp_PracaKantuta.jpg,http://goo.gl/maps/yKUZQ,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358ed10,,29/10/2014,
43,LOTE2,ZONA LESTE,Itaquera,Itaquera,PRAÇA NA RUA GREGÓRIO RAMALHO,Rua Gregório Ramalho  239  São Paulo  Brasil,75,96,2,mp_PracanaRuaGregorioRamalho.jpg,http://goo.gl/maps/vcbJy,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358d9f6,,12/12/2014,
51,LOTE2,ZONA LESTE,São Mateus,Iguatemi,PRAÇA OSLEI FRANCISCO BORGES,Rua Tauro  58 - Recanto Verde do Sol  São Paulo - SP  08381-770  Brasil,50,96,2,mp_PracaOsleiFranciscoBorges.jpg,http://goo.gl/maps/RIS79,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358eee6,,14/10/2014,
53,LOTE2,ZONA LESTE,São Mateus,São Rafael,PRAÇA OSVALDO LUÍS DA SILVEIRA,Rua Ponte do Guaré  88  São Paulo  Brasil,50,96,2,mp_PracaOsvaldoLuisDaSilveira.jpg,http://goo.gl/maps/xEY4z,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358ef20,,08/10/2014,
55,LOTE2,ZONA LESTE,São Miguel,São Miguel,PRAÇA PADRE ALEIXO (DO FORRÓ),Praça Padre Aleixo Monteiro Mafra  São Miguel Paulista  São Paulo  Brasil,150,96,2,mp_PracaPadreAleixo.jpg,http://goo.gl/maps/O4uz1,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358e9ce,,04/07/2014,
57,LOTE2,ZONA LESTE,Vila Prudente,São Lucas,PRAÇA PADRE DAMIÃO,Praça Padre Damião - Vila Prudente?  São Paulo - SP  03126-050,100,96,2,mp_PracaPadreDamiao.jpg,http://goo.gl/maps/l0MuT,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358ee10,,18/11/2014,
42,LOTE2,ZONA LESTE,Itaquera,Cidade Líder,PRAÇA PROFESSORAS (NA AV. DAS ALAMANDAS),Avenida das Alamandas  12  São Paulo  Brasil,75,96,2,mp_PracaProfessoras.jpg,http://goo.gl/maps/foQe2,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358e03c,,12/08/2014,
32,LOTE2,ZONA LESTE,Aricanduva/Formosa/Carrão,Vila Formosa,PRAÇA SAMPAIO VIDAL,Praça Doutor Sampaio Vidal,50,96,2,mp_PracaSampaioVidal.jpg,http://goo.gl/maps/qe92V,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6954EBB,,08/10/2014,
29,LOTE2,ZONA LESTE,Mooca,Tatuapé,PRAÇA SILVIO ROMERO,Praça Silvio Romero,100,96,2,mp_PracaSilvioRomero.jpg,http://goo.gl/maps/VZBah,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358ee76,,27/10/2014,
30,LOTE2,ZONA LESTE,Aricanduva/Formosa/Carrão,Aricanduva,PRAÇA SÃO JOÃO VICENZOTTO,Praça São João Vicenzotto,50,96,2,mp_PracaSaoJoaoVicenzotto.jpg,http://goo.gl/maps/srAFg,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358f59e,,02/12/2014,
24,LOTE2,ZONA LESTE,Mooca,Água Rasa,PRAÇA SÃO LUIS DO CURU,Rua Capitão Lorena  84,50,96,2,mp_PracaSaoLuisDoCuru.jpg,http://goo.gl/maps/DjE94,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b3590ff2,,14/10/2014,
59,LOTE2,ZONA LESTE,Sapopemba,Sapopemba,PRAÇA TORQUATO PLAZA,Praça Torquato Plaza  Jardim Grimaldi  São Paulo,50,96,2,mp_PracaTorquatoPlaza.jpg,http://goo.gl/maps/wN2cb,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=6466b358f220,,05/12/2014,
31,LOTE2,ZONA LESTE,Aricanduva/Formosa/Carrão,Carrão,PRAÇA VICENTE FALCETTA,Praça Vicente Falcetta,50,96,2,mp_PracaVicenteFalcetta.jpg,http://goo.gl/maps/bh9t2,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=10FEED59F1C8,,18/11/2014,
64,LOTE3,ZONA NORTE,Freguesia/Brasilândia,Freguesia do Ó,LARGO DA MATRIZ,Largo da Matriz de Nossa Senhora do Ó  Freguesia do Ó  São Paulo  Brasil,125,99,2,mp_LargoDaMatriz.jpg,http://goo.gl/maps/mffsZ,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68FF095,,12/09/2014,
60,LOTE3,ZONA NORTE,Casa Verde/Cachoeirinha,Cachoeirinha,LARGO DO JAPONES,Largo do Japonês  São Paulo  Brasil,100,96,2,mp_LargoDoJapones.jpg,http://goo.gl/maps/Tss3H,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6890214,,09/05/2014,
73,LOTE3,ZONA NORTE,Santana/Tucuruvi,Santana,PARQUE DOMINGOS LUÍS,Parque Domingos Luis  São Paulo  SP  Brasil,125,96,2,mp_ParqueDomingosLuis.jpg,http://goo.gl/maps/S1OCY,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D689091D,,03/07/2014,
78,LOTE3,ZONA NORTE,Sé,Bom Retiro,PARQUE TIETÊ,Av. santos dumont 843 - Bom Retiro,250,99,2,mp_ParqueTiete.jpg,http://goo.gl/wD7mvV,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D69554AD,,26/02/2015,
71,LOTE3,ZONA NORTE,Pirituba,São Domingos,PRAÇA 14º ÁREA / RUA CALDAS NOVAS / RUA DOZE,Rua Caldas Novas  93  São Paulo  Brasil,50,96,2,mp_Praca14Parada.jpg,http://goo.gl/maps/DLmGy,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68FED79F,,15/12/2014,
67,LOTE3,ZONA NORTE,Perus,Anhanguera,PRAÇA DA CULTURA,Rua Alberto Gentili  431  São Paulo  Brasil,75,96,2,mp_PracaDaCultura.jpg,http://goo.gl/maps/ZrTiR,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68908F8,,12/01/2015,
65,LOTE3,ZONA NORTE,Jaçanã/Tremembé,Jaçanã,PRAÇA DOUTOR JOÃO BATISTA VASQUES,Rua Benjamin Pereira  762  Jaçanã  São Paulo  Brasil,100,96,2,mp_PracaDoutorJoaoBatistaVasques.jpg,http://goo.gl/maps/ObJbw,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D69550D3,,25/06/2014,
69,,,,,,,,,5,,,,,,
70,LOTE3,ZONA NORTE,Pirituba,Pirituba,PRAÇA JOÃO BOLDO,Rua Comendador Feiz Zarzur  146  São Paulo  Brasil,75,96,2,mp_PracaJoaoBoldo.jpg,http://goo.gl/maps/wsFZP,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6890900,,29/01/2015,
77,LOTE3,ZONA NORTE,Vila Maria/Vila Guilherme,Vila Medeiros,PRAÇA LOURENÇO DE BELLIS,Av. João Simão de Castro  252 - Vila Medeiros São Paulo  02141-000,50,96,2,mp_PracaLourencoDeBellis.jpg,http://goo.gl/maps/6xk2K,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6954E52,,24/02/2015,
62,LOTE3,ZONA NORTE,Casa Verde/Cachoeirinha,Limão,PRAÇA MARCO ANTONIO PRIMON MAESTRE,Praça Marco Antônio Primon Maestre - Limão  São Paulo - SP  02710-030  Brasil,75,96,2,mp_PracaMarcoAntonioPrimonMaestre.jpg,http://goo.gl/maps/6sCic,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D6954F77,,27/08/2014,
66,LOTE3,ZONA NORTE,Jaçanã/Tremembé,Tremembé,PRAÇA MARIQUINHA SCIASCIA,Praça Dona Mariquinha Sciascia  Tremembé  São Paulo  Brasil,75,96,2,mp_PracaMariquinhaSciaScia.jpg,http://goo.gl/maps/2gMFN,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D693E88D,,24/06/2014,
63,LOTE3,ZONA NORTE,Freguesia/Brasilândia,Brasilândia,PRAÇA NA RUA DAS IBIRAIARAS,Rua das Ibiraiaras  400,100,96,2,mp_PracanaRuaDasImbiraiaras.jpg,http://goo.gl/maps/S7ui0,http://simet-publico.ceptro.br/simet-box-history/indexprefeitura.html?idCookie=0418D68FF10B,,23/07/2014,
